t8,spx_above,vix,breadth,spx_r20,base,uni,spx
20250527,1.0,18.959999084472656,0.4778019248680534,0.07104499915215912,0.039047089021462,0.013416755619669174,0.028813470155056642
20250603,1.0,17.690000534057617,0.4770361298224127,0.056631632033866675,0.04012386767231537,0.046533738121075675,0.043054249509172804
20250610,1.0,16.950000762939453,0.5261408280447265,0.033301470201817285,0.0436845774563407,0.035687739068525945,0.04001614556494637
20250617,1.0,21.600000381469727,0.46775165762507537,0.003206136708431284,0.0469567623136956,0.058341743836618144,0.05259140276305185
20250625,1.0,16.760000228881836,0.49536067045794674,0.028813470155056642,0.04047063141567728,0.059164427344430344,0.04451457848297591
20250702,1.0,16.639999389648438,0.5960207612456747,0.043054249509172804,0.07301146662465342,-0.00957774865822552,0.017980193442622028
20250710,1.0,15.779999732971191,0.6203730272596844,0.04001614556494637,0.04095426538184375,-0.023335081499522695,0.009480203589039782
20250717,1.0,16.520000457763672,0.5931623931623932,0.05259140276305185,-0.016138642254577146,0.0096652410189039,0.027182847970840918
20250724,1.0,15.390000343322754,0.6024508406953548,0.04451457848297591,-0.04983361073780153,-0.008135461628722326,0.0010717348745690192
20250731,1.0,16.719999313354492,0.5357988165680473,0.017980193442622028,0.023842898638985505,0.0502581147988337,0.025628605127400172
20250807,1.0,16.56999969482422,0.5396215257244235,0.009480203589039782,0.022727662036544857,0.050835650893626454,0.02231861198738172
20250814,1.0,14.829999923706055,0.6153166421207659,0.027182847970840918,0.08191535315176061,0.02962942586436318,0.017894300615131753
20250821,1.0,16.600000381469727,0.6071005917159763,0.0010717348745690192,0.1728527299107139,0.048394352726844524,0.046182432339207935
20250828,1.0,14.430000305175781,0.6709829311359623,0.025628605127400172,0.08802226165380919,0.013740188997347845,0.021815347456545897
20250905,1.0,15.180000305175781,0.6792177466433158,0.02231861198738172,0.10656055451686519,0.030858254319970996,0.03614750274820633
20250912,1.0,14.760000228881836,0.6682001150086256,0.017894300615131753,0.04389750064336103,-0.017377549043453788,-0.004826681882018846
20250919,1.0,15.449999809265137,0.6666666666666666,0.046182432339207935,0.015120101987289955,-0.01542809914658884,-5.2532825872586564e-05
20250926,1.0,15.289999961853027,0.6618927267621455,0.021815347456545897,0.08234297654064296,0.007049897528858968,0.02227519932313693
20251003,1.0,16.649999618530273,0.6679622431982232,0.03614750274820633,0.059132214478178485,-0.023792415897925964,0.01852502170651049
20251010,1.0,21.65999984741211,0.5673344462993879,-0.004826681882018846,0.010503773793546374,-0.008476184562274855,0.02690420088915113
20251017,1.0,20.780000686645508,0.5982715361025926,-5.2532825872586564e-05,-0.0834637449401745,-0.03099168836845446,0.010519206922211977
20251024,1.0,16.3700008392334,0.645107332032339,0.02227519932313693,-0.1267180848481495,-0.062534393992499,-0.027783910729025307
20251031,1.0,17.440000534057617,0.5937940761636107,0.01852502170651049,-0.06332445205279524,-0.00657429064393308,-0.004030629471765135
20251107,1.0,19.079999923706055,0.5861476817401259,0.02690420088915113,0.030065033948231016,0.04900741313782406,0.017493455646503175
20251114,1.0,19.829999923706055,0.5872695852534562,0.010519206922211977,0.05002874342979185,0.06820849409799654,0.01223619810437726
20251121,1.0,23.43000030517578,0.560947429231658,-0.027783910729025307,0.1801803739350175,0.07218800715696133,0.04172352074152008
20251201,1.0,17.239999771118164,0.6200860832137733,-0.004030629471765135,0.03296287118628856,0.010601830864207263,0.012272845142143884
20251208,1.0,16.65999984741211,0.63019508057676,0.017493455646503175,0.0678838369452765,0.015365226985763624,0.010869831885714998
20251215,1.0,16.5,0.6633137747974295,0.01223619810437726,0.10448955001477327,0.03764000061744339,0.016150542699494785
20251222,1.0,14.079999923706055,0.6606498194945848,0.04172352074152008,0.07448160896481636,0.04238851392212814,0.005067952718321722
20251230,1.0,14.329999923706055,0.6506963788300836,0.012272845142143884,0.15989424524440785,0.03764151051881977,0.01055205862569486
20260107,1.0,15.380000114440918,0.6614151464897734,0.010869831885714998,-0.002223437141485929,-0.01195903765628086,-0.017704307127136776
20260114,1.0,16.75,0.6997792494481236,0.016150542699494785,0.03253826276040791,-0.02323325959179386,-0.01354782010051403
20260122,1.0,15.640000343322754,0.7126814571350315,0.005067952718321722,0.06164506462176427,-0.024400964107160986,-0.0005554950895011457
20260129,1.0,16.8799991607666,0.6812825431625102,0.01055205862569486,0.054024728237064716,-0.01058628558396468,-0.012932954012644715
20260205,1.0,21.770000457763672,0.6622110832637148,-0.017704307127136776,0.024548754037573034,-0.00911457878539857,-0.008587297548114714
20260212,1.0,20.81999969482422,0.6647189760712299,-0.01354782010051403,-0.03669141478157592,-0.04293733120506898,-0.02935414548420079
20260220,1.0,19.09000015258789,0.6752519596864501,-0.0005554950895011457,-0.1198317941258852,-0.07742729149486557,-0.05832972219843069
20260227,1.0,19.860000610351562,0.6580135440180587,-0.012932954012644715,-0.1198647878502376,-0.07536296366963302,-0.07414430748101963
20260306,1.0,29.489999771118164,0.5838100686498856,-0.008587297548114714,0.05526833600920369,-0.01064199394851228,-0.0190192226484166
20260313,1.0,27.190000534057617,0.5203089244851259,-0.02935414548420079,0.1574243791886846,0.05186364768707092,0.03830564190911612
20260320,0.0,26.780000686645508,0.46842709529276694,-0.05832972219843069,0.21567350751293066,0.11539221532739376,0.09262460778471215
20260327,0.0,31.049999237060547,0.46158256880733944,-0.07414430748101963,0.20746298350611558,0.10437955369627404,0.12640587331298847
20260406,0.0,24.170000076293945,0.5370994940978078,-0.0190192226484166,0.15698629560079816,0.06308979651910049,0.08907063776841762
20260413,1.0,19.1200008392334,0.6161163961947398,0.03830564190911612,0.1634913967474091,0.038695242636901765,0.0764712806193284
20260420,1.0,18.8700008392334,0.6669432918395574,0.09262460778471215,0.0769418802107727,-0.023394499756135383,0.0413425058891026
20260427,1.0,18.020000457763672,0.6355346780878696,0.12640587331298847,0.168632810871933,0.019573375326307433,0.0481201957396622
20260504,1.0,18.290000915527344,0.6072122052704577,0.08907063776841762,0.14206478796496466,0.027281311906134545,0.05680377532288294
20260511,1.0,18.3799991607666,0.6124375347029428,0.0764712806193284,-0.03562553882106986,-0.0032830864581671294,-0.0035330510247475466
20260518,1.0,17.81999969482422,0.5781644681448218,0.0413425058891026,0.12424064810829882,0.03641627655774569,0.014629145531369403
20260526,1.0,17.010000228881836,0.6195773081201335,0.0481201957396622,0.011162811766050633,0.0029047803678272574,-0.021398767387151962
20260602,1.0,15.770000457763672,0.6134546457127102,0.05680377532288294,-0.038683649030851315,0.020861956112614925,-0.01662989051724595
20260609,1.0,19.8700008392334,0.6020549847264649,-0.0035330510247475466,0.012254682765577873,0.03180932351693531,0.021253238809272323
20260616,1.0,16.40999984741211,0.6272075055187638,0.014629145531369403,-0.17088173899833198,0.01062445358110593,0.0029848058715831183
20260624,1.0,18.6299991607666,0.6308115543328748,-0.021398767387151962,-0.11178281116599778,-0.00510593301943341,0.006805937900951076
20260701,1.0,16.59000015258789,0.657258064516129,-0.01662989051724595,-0.19187097260282457,-0.01817803399214219,-0.006093638412191793
20260709,1.0,15.84000015258789,0.6566068515497553,0.021253238809272323,-0.10304688490479262,0.009305641173581443,0.022047688013269173
20260716,1.0,16.729999542236328,0.6781354051054383,0.0029848058715831183,0.042329319469954246,0.03360085296792153,0.035204182521654914
20260723,1.0,18.700000762939453,0.6260162601626016,0.006805937900951076,-0.048025350129729895,0.036207407320407343,0.031432360690257344
20260730,1.0,17.09000015258789,0.6467203682393556,-0.006093638412191793,0.03552629930694327,0.03500612171447732,0.0394427198159486
20260806,1.0,15.149999618530273,0.6792399319342031,0.022047688013269173,-0.014159615097912205,0.0006175251476849919,0.004896264078057433
20260813,1.0,14.630000114440918,0.7026032823995473,0.035204182521654914,-0.019910410858073196,-0.04087507635372541,-0.018208800067516795
