target,group,p_group,base,delta,lo95,hi95,lob,hib,ratio,mean_ret,n_avg,n_anchor
W120: 120일 +100%↑,upratio63 Q1(하위20%),2.6029054382608328,2.2898148850640627,0.3130905531967697,-0.4203581708495935,0.9142795648892242,-0.8454165139765102,1.0422812253771079,1.1367318184709987,-1.757659146020987,665.370786516854,89
W120: 120일 +100%↑,size_amt Q5(상위20%),2.3101398452718285,2.2898148850640627,0.020324960207765204,-0.19977231773848686,0.23997036993627108,-0.30502677307799203,0.4031650617112226,1.0088762459971505,8.517050035988593,672.1011235955057,89
W120: 120일 +100%↑,size_amt Q1(하위20%),1.945515008929363,2.2898148850640627,-0.3442998761346999,-0.6778785495129248,0.001587443826760218,-0.8108445078460356,0.18038698936436517,0.8496385544611099,1.9562388614719843,670.0449438202247,89
W120: 120일 +100%↑,rv63 Q5(상위20%),7.22336768634143,2.2898148850640627,4.933552801277366,3.50195151979161,6.833172697270386,2.9506760719407965,8.10544181046184,3.154564036358485,2.7458244471160005,671.7191011235955,89
W120: 120일 +100%↑,rv63 Q1(하위20%),0.016657356111963305,2.2898148850640627,-2.273157528952099,-3.0469585655139433,-1.400294450201984,-3.4574132403176483,-0.9386619465308151,0.007274542680552659,3.958129728374694,669.3258426966293,89
W120: 120일 +100%↑,prox52 Q5(상위20%),1.0146615781131116,2.2898148850640627,-1.2751533069509515,-1.9823362723565474,-0.7247840497890963,-2.5074672641428193,-0.5465792333623068,0.44311947866681994,6.425606692694355,669.9662921348314,89
W120: 120일 +100%↑,prox52 Q1(하위20%),5.020889997748952,2.2898148850640627,2.73107511268489,1.7509089202550232,4.225835805661045,1.6165759235628656,5.198042141647032,2.1927056333239276,0.3350233494666149,671.056179775281,89
W120: 120일 +100%↑,vol_cv Q5(상위20%),3.5555620096933067,2.2898148850640627,1.265747124629244,1.090569180423127,1.4493999637464259,0.9747713191186135,1.5674444646280326,1.5527726860740674,-2.5673980557440728,670.314606741573,89
W120: 120일 +100%↑,vol_cv Q1(하위20%),1.2997670954901699,2.2898148850640627,-0.9900477895738931,-1.2608792673140752,-0.7121323584244752,-1.3657296749690349,-0.5673080114470058,0.5676297695365038,7.461374945941292,670.2584269662922,89
W120: 120일 +100%↑,price Q5(상위20%),1.0651225150832748,2.2898148850640627,-1.2246923699807875,-1.9223572568706326,-0.6658242820922442,-2.381721460246697,-0.5346682497804173,0.4651566037197263,1.8719278182342012,671.876404494382,89
W120: 120일 +100%↑,price Q1(하위20%),4.289346381540968,2.2898148850640627,1.9995314964769053,1.2029769043096663,3.016950303578009,1.0202074363905127,3.6664806556534364,1.8732284472074099,8.394642010822572,670.2247191011236,89
W120: 120일 +100%↑,mcap Q5(상위20%),1.306688989846396,2.2898148850640627,-0.9831258952176669,-1.7978628838149615,-0.2938418720836998,-2.250838486645406,0.007884448985589576,0.5706526751876881,6.323186710806378,540.5280898876405,89
W120: 120일 +100%↑,mcap Q1(하위20%),4.1203345718562066,2.2898148850640627,1.8305196867921436,1.2567203390039374,2.624737919927181,1.1846167385818323,3.1208697553651144,1.7994181969609002,4.272119186330562,540.2134831460675,89
W120: 120일 +100%↑,bm Q5(상위20%),1.5717918788055791,2.2898148850640627,-0.7180230062584836,-0.9230531488559891,-0.501211596684932,-1.0404071718258925,-0.3595166095659826,0.68642748767947,6.937620534041887,469.7752808988764,89
W120: 120일 +100%↑,bm Q1(하위20%),3.6749680524226482,2.2898148850640627,1.3851531673585853,0.7729886002808091,2.016713803904903,0.40876846098495034,2.3666839476928887,1.604919278144981,-1.7926271938515232,469.0,89
W120: 120일 +100%↑,roa Q5(상위20%),1.4598997719130118,2.2898148850640627,-0.829915113151051,-1.1252170471351355,-0.5351753037117887,-1.304037457996356,-0.35035367032736703,0.6375623555579113,5.301588174887014,491.8876404494382,89
W120: 120일 +100%↑,roa Q1(하위20%),6.537860865669884,2.2898148850640627,4.248045980605822,2.5316480778822474,6.0688137624580065,1.8209203377921404,7.271891716308959,2.8551918796208593,4.362690544462844,491.60674157303373,89
W120: 120일 +100%↑,rev_g Q5(상위20%),4.503047679276843,2.2898148850640627,2.213232794212782,1.4155342936880704,3.1529043173055498,1.0678487861398278,3.779614494226024,1.9665553353894196,10.513370992277734,396.9325842696629,89
W120: 120일 +100%↑,rev_g Q1(하위20%),2.5559199794307057,2.2898148850640627,0.26610509436664354,0.02145328020641195,0.5894368891403605,-0.05315669704771337,0.782687835764221,1.1162124921548835,3.70333179748248,395.685393258427,89
W120: 120일 +100%↑,rev_acc Q5(상위20%),3.4539826634691155,2.2898148850640627,1.1641677784050526,0.6920992984022992,1.720312244419372,0.5126315513239802,2.097529376555892,1.5084113069570175,6.799444149632676,383.60674157303373,89
