anchor,svr5,svr20,dsvr,base_excess,d_svr5_tilt,d_dsvr_tilt,d_svr5_excl
20240229,-0.0017573079727405477,-0.015829482633922795,0.02567412665594493,,,,
20240307,-0.07283123168830871,-0.06664831685013566,-0.01379711982513228,,,,
20240314,-0.0215164389369342,-0.03917650185936797,0.011737011151242338,,,,
20240321,-0.0773138228362431,-0.06978095748911656,-0.03127317505768151,,,,
20240328,-0.08808029350320276,-0.1031482769350959,-0.009122589974316201,,,,
20240405,-0.05400785721051354,-0.05415102455967671,-0.0049205381366689786,,,,
20240412,0.0034820170139715488,0.014424703581039842,-0.003510701878903787,-14.555546366518698,,,
20240419,-0.016572008725388256,-0.013354405826534873,-0.003526138158391934,-4.467850582842303,,,
20240426,-0.006601478916191622,-0.0214746953786382,0.017805012100720496,-8.103176180776211,,,
20240503,-0.052711172298129806,-0.04550952537134264,-0.01362423099828285,-3.7801301187327843,,,
20240510,-0.08884860243429915,-0.11425174475628484,0.012128218849660677,2.4548673400909893,0.08743116661820496,0.37107482751335547,-0.7726667936012354
20240517,-0.04239520992151548,-0.050836990320800926,0.007848615851348023,1.6401735336264607,-0.018930206067848537,1.798312617891433,0.6059733558265914
20240524,-0.04280657580021615,-0.04405180897600819,-0.004288615365968347,1.2081260430638001,1.1886854192959402,0.6917754698845553,-0.18123216731837472
20240603,-0.07438826563362493,-0.06199463583212354,-0.03988816071756815,0.1441071186600359,0.6597942527035692,0.3253859835040382,-0.33097105416073913
20240610,-0.0177035864541787,-0.021147817382328196,-0.0038360922064470952,2.0189090322742067,-0.6559168010598639,-1.2424222179851963,-0.18463980363687543
20240617,0.09302360545475444,0.10648794892881783,0.010659549055446634,-3.583330725231168,-0.010783977612591894,0.5748339807718904,-0.19809292737531098
20240625,0.08698418705252828,0.10460113550857382,0.003016479242144287,-3.5450162054414953,0.4804639862823012,2.385706144298405,0.38275460800601213
20240702,0.1553747685668213,0.1663975136006954,0.029298997495530322,-1.8265987685101313,-0.6037584095659403,-0.40271004797861887,-0.2884430120563559
20240710,0.053662405195733745,0.07657098713300237,-0.013788240758185044,-0.49206609966292236,-1.7327669109385497,-0.9640356023344108,-1.0143597789289076
20240717,-0.05030524773201099,-0.0619324757698904,0.0040547579566897855,4.92023807851408,3.5435673750289913,3.246956295100714,0.6928161090692031
20240724,-0.0455059001962448,-0.03176491331355427,-0.0358946388890556,9.356747573295843,-1.3665414278867445,-3.5921654735293207,-0.25344984045281016
20240731,-0.07832256391444102,-0.09537612324445732,-0.0043330886781134965,5.502729098497906,-0.07665910127715517,-0.2554100099151524,0.0
20240807,-0.067136662430575,-0.07010567163660696,-0.02034409626091539,2.332528109484021,2.7551172657708163,0.7228253182120794,0.15971121458029647
20240814,-0.033369996671294255,-0.05316605986764199,0.01165073228261903,-0.048770839476714595,3.1044600353727967,4.417778472391154,0.0
20240821,0.05478630741643313,0.05288380900769858,0.017282641452238113,0.8334979023376758,-0.38585950870831665,0.10606258318137593,0.0
20240828,-0.0064513664270900275,-0.02995398148515581,0.03514277000009331,0.946312392438458,-0.9361742150881369,0.9875504015249049,0.04425895020587524
20240905,-0.008592545800285028,-0.003980135017192041,-0.008057842230131017,1.3619796569832896,-0.08353523435147905,-0.8420728661538035,0.3303153713014678
20240912,-0.006554702604736153,0.008720992499478872,-0.02152910382094226,0.0705911255409735,-0.8510309371585357,-0.9093718010797471,0.2135716307256605
20240919,-0.01401454663986605,-0.031517880047818726,0.02220078378945285,2.6482255879651353,-0.8157499918094703,-1.6144527069520676,0.0
20240926,-0.02974608595698716,-0.01572977740739347,-0.029527365961955578,1.2295757061285357,1.0263068835172025,1.0972812672388859,0.8142563088354198
20241003,0.0005799305573725418,0.025111328754706598,-0.03762177054463363,0.9568435270533844,0.19683322713252466,-0.7026418713360341,0.1431334224699035
20241010,0.07412449030847588,0.09844866109639416,-0.00590061053058734,1.8101265853541362,-2.6988265806867267,-1.3553910724126872,0.21418164825555003
20241017,0.02431414291352441,0.008395105538880199,0.02728247348014997,3.404939603652911,-0.7365276894821159,-1.1942572426582212,-0.3325006599978031
20241024,0.037135833118114865,0.04454763766019331,-0.0016661017311176821,6.5719186706559904,0.7935210237731971,1.2394052656158339,0.09455653280044662
20241031,0.06040616727706978,0.0837338756128289,-0.0071936376570728424,6.0086887010741705,-0.6040045220463336,-1.1479956088638221,-0.012800167658619244
20241107,-0.036765362691362755,-0.03098566627993782,-0.018698033664227974,3.9265082303817347,0.32283437752892785,0.6969416574925273,1.012127915183752
20241114,-0.03649704431170829,-0.036229384384989634,-0.00764053745629563,1.3540831681686998,0.2756226838001231,-1.7412197497276773,0.3906815140796549
20241121,-0.07039291157581254,-0.08320712225001609,-0.010304662324504735,-2.591459775274196,1.7124782185493772,-1.100694413728797,0.09455512434489652
20241129,-0.09447775773857324,-0.11390713315281749,-0.0013901174816431062,-3.205111797381224,2.0846382480017787,0.5750457518584523,0.8050294146209058
20241206,-0.07896069907791865,-0.09363333524961304,-0.0024171226255067487,-2.9022694772148374,2.0398405058714957,0.9590571641085468,0.22417306842917317
20241213,-0.07779835164014849,-0.07910767331991143,-0.021970471100867403,3.1678832604743454,-0.4156351085811331,-0.8251145737480284,-0.445875485305873
20241220,-0.0487481073520978,-0.01604624427634019,-0.05770038910051527,4.971642269638802,-0.005810976986946048,-0.910492706943955,-0.36280307392061034
20241230,-0.04641730148432843,-0.04679875979664669,-0.020413234964581948,0.8504043766444668,0.7878141537973171,0.16653012101979156,-0.727245884193941
20250107,-0.03875606186883503,-0.03413010251440619,-0.014287186829855669,2.5822574483556804,-0.2646489817422958,0.526765718383735,-0.8236857240330735
20250115,-0.06500840243707788,-0.0823375596960338,0.02463065343024664,2.1103049420100146,-3.3590710125930965,0.794297526390715,-0.2587767311394463
20250123,-0.08765155497451546,-0.10154475803807142,0.007012868893683202,-6.650280741633165,8.565706678344998,5.733963632197819,-0.9525365677494888
20250130,-0.08035170115935107,-0.09805727745392552,-0.0011878852414944196,-4.377306282032346,6.489145017138612,3.415384144295517,-0.26658170669342646
20250206,0.014794313531489064,-0.009709874917005427,0.038064907370976245,-13.165470957342606,4.6508329797682295,2.8882267833007207,0.19541635923035205
20250213,-0.01824585380799384,-0.020545263543617347,-0.010982572531424732,-7.86213541198004,2.6271941722604666,-3.938835685851447,0.0
20250221,-0.040157490767762316,-0.02287832147087105,-0.029092513130116605,-5.750829541225514,2.1518383072598914,0.3434020553059247,0.0
20250228,-0.019339865040759602,0.003569376727692619,-0.04565818574139496,-5.700562129169408,0.2682909964008662,0.9005734105716576,0.0
20250307,-0.044401845240101566,-0.04355569977959745,-0.007735666217472571,-2.7112376941278105,1.3226630365386738,2.498003431570481,0.1710856323857507
20250314,0.026563775801485254,0.01947782487837266,0.015796209233697723,0.5203506991929854,2.6545136042639577,5.807622348821852,-0.03270360615105633
20250321,0.035661477614908565,0.0259891540217277,0.024166666628169145,-0.008010754937237685,0.7691976188746202,3.4629052305797146,0.10782944943250883
20250328,0.058277960324625275,0.03622928557006869,0.04974212262815353,3.1352033734716227,-1.4447475179730822,-0.4955060140637113,0.057735691895432345
20250404,0.03632190229206354,0.05004061490914081,-0.008571294835882561,6.216843112643497,-3.580302729553517,-4.035127901597467,0.019441237370154685
20250411,0.025283028523852277,0.047692330046388225,-0.02204447376287772,-3.6829411336348277,1.3935342036040939,1.2084690679690744,0.0
20250421,0.05481724924974845,0.07153914530048937,-0.009006513376193615,-0.5063866798060923,-3.3276309882640023,1.1791244401757468,-0.3444199094670142
20250428,0.06509121437967298,0.06683804038136007,0.030992017697124348,1.0383517656333316,-3.2648196855014024,1.4839495192224632,0.08195679258275745
20250505,0.025938136372069844,0.02993058715970073,0.004515737507948104,-0.4354082528904013,-3.0678285905335723,-1.4692021191524554,0.18619207797911305
20250512,-0.019898972817177476,-0.016874280596496583,-0.01394389081890497,2.6834862504498513,-3.343865134142294,-0.896589595298835,0.35617763063970975
20250519,-0.07120352819256157,-0.06139523375406804,-0.02360333691772764,2.0972094356451674,-1.2520908649182232,-0.8770791345194408,0.8190248381552641
20250527,-0.0168047209903121,-0.008416589735114718,-0.009855181073743323,3.5327341835466375,-2.9065694864952087,-2.738887944668496,0.0
20250603,0.08350527691078934,0.09451690083224373,0.011461995184145325,-0.6663767199552757,-3.1432070578090427,-2.1103978155892005,0.7124121655584841
