anchor,uni,spx,base(mus_v0 top50),base top10,emom(sue+mom+up),qvm(bm+roa+mom),hi52(prox52+up+size),resmom(잔차mom+up+size),insclu(임원클러스터 EW),insclu∩>200MA,small(하위半 mom+up),indmom(상위업종 내 base),qlv(roa+cfoy+저변동)
20241223,0.03163512177585166,0.021287064580447934,0.07654097245355794,0.051435834499135455,0.10084085525983459,0.04506158851579582,0.03873116955108498,0.05860522206075681,0.06328821555987214,0.07881877040128449,0.04456614698367579,0.05661075047935485,0.04805746807823331
20241231,0.024898157830956343,0.0270163042404441,0.05128599487156272,0.04856970955949287,0.03833591706943587,0.01127016513774149,0.0509855616680867,0.04599459140793215,0.049753629397198955,0.05843371217794175,0.03169261571211775,0.05366022184554343,0.019121961895210492
20250108,0.015706032162025527,0.0182047453850378,0.06649784953612,0.1697270692555296,0.024427681575425318,0.001059104809923237,0.0648639551269986,0.07294843451733757,0.07370730161800221,0.1086902011735627,0.046450218156589666,0.06861250888688913,0.004275158019812752
20250116,0.015253286565571227,0.029860180439077677,0.02558073256683039,0.14542189017258972,0.029017854519059548,-0.0009462087935389829,0.013992958671032462,0.034121769546846724,0.04191656288162263,0.05149105929170591,0.036666843077380544,0.015485458195260213,-0.0076187623923599035
20250124,-0.03648967648717385,-0.01933872947834958,-0.0934851666668246,-0.016458694333642422,-0.1134774980818629,-0.071656869389915,-0.05782448485472752,-0.07595885519809557,-0.010366069220602682,0.00017514010673105477,-0.11666913947283668,-0.10559433650098482,-0.0060773669085375315
20250131,-0.0658199876072014,-0.031588217772121174,-0.13678016104839244,-0.09210655889017234,-0.10308654880428686,-0.09008297161137538,-0.03964253515825924,-0.10830567991209378,-0.046604030425074675,0.00437479139095358,-0.10479953563170578,-0.1274836443680473,-0.031711369598459015
20250207,-0.08915059030107811,-0.06827594466288123,-0.2458469843377295,-0.37594499373293694,-0.21157304784566278,-0.11291831999670164,-0.1384875483793624,-0.24679829380433124,-0.0803955678527398,-0.07634553150178756,-0.20074164454798246,-0.24065179053233984,-0.018448786460007183
20250214,-0.07756676107571321,-0.07187839232271598,-0.15163922601305196,-0.2744553257052928,-0.16170413410278886,-0.08479539525900542,-0.11508651390698496,-0.16109821844702268,-0.08393556580112818,-0.09443049710038877,-0.11389653929284328,-0.14624489579089328,-0.025859619965748724
20250224,-0.029474406611074585,-0.03604732808778677,-0.06342418326598798,-0.1122032658015529,-0.06804593866936363,-0.017174792960875512,-0.017445446768623737,-0.048790013002054246,-0.02494713504044576,-0.03306384418277846,-0.04308300786842434,-0.050251786244068945,-0.013650167008691552
20250303,-0.039009207217676214,-0.04066350328754209,-0.0752538236257766,-0.1616126027800457,-0.06548446127306957,-0.044787827416110516,-0.008871093512351163,-0.06400222519801567,-0.027660013088905037,-0.0534428262195267,-0.02398283202206937,-0.05757227468119854,-0.004387167474484861
20250310,-0.11168574786677193,-0.09837103046896323,-0.08549171368486747,-0.1158547598957306,-0.08519201790129735,-0.08769307886581176,-0.07467569227173093,-0.07402728784441172,-0.11545813520208252,-0.09925896997975309,-0.09739449481408986,-0.09028939418107872,-0.08301127328868438
20250317,-0.09122078836858685,-0.04742629174114055,-0.08894161955719099,-0.05517435598728819,-0.041775273622148,-0.07285839472338694,-0.01879949948871534,-0.07484999483778082,-0.12108800673896201,-0.07181284777433919,-0.07371547790401924,-0.07892891414335307,-0.05020807614263342
20250324,-0.09481889188300026,-0.0831910272813633,-0.09522529117265906,-0.08266501162984155,-0.07910939500539597,-0.09581892990650685,-0.02637835805313943,-0.08370079788851038,-0.10711907478214122,-0.05663797341886172,-0.06667633393120466,-0.09682452097386252,-0.05545851053281034
20250331,-0.016427750965164082,-0.009091479395103241,0.026171731605495716,0.03227282466104105,0.006969546040348824,-0.004079340827127806,-0.019858935721648593,0.01803579599112791,-0.03744033228843528,-0.0019244511320798824,-0.03504434885832056,0.026432350752780748,-0.03266422086300671
20250407,0.09907701451106074,0.10759250456812675,0.15472247083225615,0.24942213641628203,0.1481314500462737,0.10051451769717554,0.061466624002162726,0.14494973172837775,0.0904967870950581,,0.11092817322442027,0.1596146583905405,0.05508840947750484
20250414,0.11086852642449507,0.08889793519841671,0.09359618046296748,0.2716003563420875,0.07747001848385365,0.1343652809987276,-0.03683188973065198,0.08048835173194929,0.12789692483709658,,0.05521671913381839,0.052926603629018486,0.032179970305490364
20250422,0.10942474142767357,0.12343605311943517,0.11012057069919912,0.13121034224961067,0.10368002674814278,0.16610920873661114,0.002344578575185998,0.10919682787673071,0.11553741156558302,0.10531662536665003,0.10556875237531234,0.20557725063659585,0.03838466227913769
20250429,0.046345892579793505,0.058933598394180775,0.057356200022269974,0.12029324042332754,0.04319853934464921,0.07935098750807106,0.005727938849284599,0.053153678793832725,0.06562015637930008,0.08060316444006246,0.018472538339873147,0.09011689452432269,0.02195946102428292
20250506,0.05607675701236282,0.06490203912722103,0.030356268388256735,0.0827493618337415,0.07821974614754096,0.09166115093635216,0.015241901070562914,0.06620763014668134,0.07722861227581428,0.03533927842825708,0.012632746640168089,0.08164220158238583,0.02587697618897743
20250513,0.019825477247080125,0.023050926975840547,0.05084852495421227,0.035477305015340334,0.04855246554847129,0.03378172795437966,0.027806086847937304,0.0465360646159334,0.021084653637824465,0.03034166874826377,0.027257010943807412,0.0647126692595505,0.0128824163034277
20250520,-0.0019615680296246043,0.006802529857237394,0.02474877939876332,0.01828860945878069,-0.017878286181186313,0.0017043506365681926,0.0015627749310547156,0.030989234948544803,-0.002925869178482251,0.001125049036387805,-0.039534773777334345,0.02443505900076984,-0.001767116607849022
20250528,0.03607572473605723,0.0428747693774747,0.0602930299032408,0.057186373681224235,0.017351745336598657,0.04568154903021649,0.036411010694426614,0.07330527329118369,0.032154876868632325,0.03142842512069295,-0.009770172831473002,0.07062043508434689,0.015170226308979653
20250604,0.0548317608420532,0.05167473693429936,0.058801794805128704,-0.02869939355841177,0.03641852654340599,0.05135040651416384,0.04520701305745318,0.04549083624746017,0.08017619689897883,0.101917061039652,0.02303103324759822,0.06585247052675519,0.03360599920832797
20250611,0.028215359072297868,0.03943877301162657,0.02775422970273508,0.0016489818830816572,0.006316928041233034,0.02388086953330144,0.04103763431805496,0.019760615098006598,0.034454204370017644,0.05575912467778889,0.03995964974740531,0.026929677701818536,0.005763767456726232
20250618,0.050737441390398284,0.052821732571507685,0.048503917914198065,0.09598492971995659,0.04341951145334608,0.026200008661763367,0.054026244141523065,0.0516003321946047,0.05910892947330488,0.07393165633103382,0.04593175187842208,0.09622481772526192,0.006407535196293994
20250626,0.04716883689663018,0.04032231069105041,0.03837349680897462,0.0783571137802748,0.05033964632849949,0.03506387158647013,0.041933691514406915,0.042479449254840596,0.06824226014256722,0.0414197385697279,0.02193776919172779,0.05330400937358471,0.014562809093134857
20250703,-0.03375610401634105,-0.006583536733631101,0.018462853781395724,0.07447798735237793,0.009624654803076742,-0.05105637317933833,0.010422757173873984,0.025169633640373227,-0.019638325649743712,-0.03355494863479499,-0.06853369008839294,0.026011713478400412,-0.020296631927365593
20250711,-0.012156455716718731,0.020719708504732592,0.04374710025440448,0.09229180294392028,0.09140888099440979,0.009308213027290959,0.04197028746352846,0.04241766228358783,-0.007946603999744103,-0.023744967890483103,-0.004640459746829839,0.03534175606277506,0.013866774115574645
20250718,0.009870662844830395,0.024299645482189325,-0.031193022671349057,0.009551460108065435,0.057314227044013115,0.03639744934614409,-0.005530967314767721,-0.03344717828142086,0.01713781180654078,-0.006446424070121852,0.020896602158612956,-0.021333598011106646,0.02503117577000445
20250725,0.018646318113971178,0.012251436589986175,-0.02172632969772716,-0.013955267614390466,0.03182387974535525,0.0801984380872158,-0.008423785202870224,-0.022159679554008792,0.03827514144126455,0.03428755872558033,0.03681699158761974,-0.008936829987300379,0.029853071731291723
20250801,0.06451490943647899,0.03562835076416904,0.056398162130462115,0.011407391889611884,0.0647085091928355,0.09314001498288585,0.007819862798798262,0.03622096595950728,0.0813099391678905,0.07901393901990976,0.09603012932586436,0.04784690853618862,0.040976487028954726
20250808,0.05269370968515168,0.016542848570725965,0.035610820169859066,0.017887397780326386,0.03609736337081165,0.04644660350436495,0.04253501833523076,0.032124960922300216,0.0657588502004211,0.05323795786612116,0.057284703731487065,0.05594499965908497,0.024013122366372056
20250815,0.03411031803077168,0.025656607256008934,0.12152537667138649,0.09997420813255868,0.09988304714431091,0.03835785034112456,0.07141223257365709,0.12558149625548087,0.023232824845530388,0.0415362649860558,0.05603662830129534,0.12441219797122936,0.008009517337949239
20250822,0.022949343196822413,0.035077005597606625,0.17111573125843638,0.15877904859340364,0.08749101188411976,0.031564422902129415,0.11170673800445878,0.17372684868959873,-0.013134514757991957,0.01021569640343731,0.024997439420655486,0.15714741720268577,-0.00969134830911631
20250829,0.024528090589468133,0.031105590580390308,0.1052282496260009,0.12493155940588245,0.07287331261521186,0.04768715698357256,0.06458768029227181,0.10203534315052738,-0.021884237533688084,-0.01665992038964083,0.007188120768854805,0.13648168740379676,0.0006650233896314073
20250908,0.030626654054578917,0.03774045041270657,0.11780515786296933,0.11084145113363988,0.04803813578528537,0.04430613223113383,0.09105477341327559,0.11421534258453338,0.013099768715702054,0.008301043446939937,0.06761695413735141,0.1474798018638514,-0.0007948999277947167
20250915,-0.00013619830927464143,0.005962019894607984,0.07938343209726487,0.11318334545564594,0.007685445511437281,0.014315658461875014,0.07006695613251188,0.09163898004867915,-0.012177672231783149,-0.024291458384418783,0.0438588419622606,0.10157701059205518,-0.020046338974827656
20250922,-0.005940484276831285,0.006181868580765748,0.02973364829622711,0.03724651047609212,-0.002830119827054007,0.00021446256741499247,0.052066314806407055,0.03615060640336696,0.005950779776877997,-0.02159305899987419,0.03441118094440938,0.04835741139895305,-0.019217097783616383
20250929,0.0095919301002226,0.03211881873820843,0.06820114742487776,0.06575488586191357,0.019629215150168786,0.037144073796982896,0.036260024460179466,0.062206592314401475,0.04035696501991591,0.07936739830344815,-0.02630964476905419,0.07821128853213068,-0.007576492571351106
20251006,-0.030147366511193995,0.016570592504701276,0.04395221394047358,0.01669283232527141,-0.0004262498072693566,-0.01125595050290096,0.010271888760043826,0.03795034198297808,-0.02202578040892214,0.0037032824357947866,-0.06043931465899874,0.03960948072932514,-0.02292584222483275
20251013,-0.01777816481344399,0.02670434747070316,-0.011974066089821182,-0.04405681611384684,-0.014541243553822731,-0.003666714205091173,-0.004924169336867783,-0.03348103516309117,0.0059224671787621455,0.042815337253879274,-0.025246159440578397,-0.01630283370913528,0.003426550545968676
20251020,-0.06143796463192429,-0.009312326214013456,-0.10392410603891754,-0.10777712599977526,-0.05285113441785615,-0.05112679916270188,0.009844917168929301,-0.12661039468122054,-0.050025588988012896,-0.03954882965651771,-0.03067859258367134,-0.0817780446336861,-0.001959379918332498
20251027,-0.054636274389257146,-0.024732520435603478,-0.08048802652256758,-0.09274100835149901,0.010059953733997868,-0.034224513766730705,-0.009441542330850062,-0.0982777166987624,-0.031449017735203165,-0.033705270727085984,-0.01817480214773871,-0.06225673617080438,-0.010179292301619498
20251103,-0.00010144618591562742,-0.003298335653487028,-0.05762118802635392,-0.07560948073384474,-0.020830802702412818,-0.029888366658423565,-0.029792455637083125,-0.07251543678468303,0.02130478062723688,0.010718163950384572,0.022772371416589214,-0.04610078603972403,0.012893178461734161
20251110,0.04581919449636399,0.0011825352965024738,0.017502269434576233,-0.02679674383421109,-0.02708495935515622,0.010036590056853041,0.005813642081401684,0.002799935705171355,0.03761916231331269,0.03699142213324126,0.029711973362282595,0.018457038396866722,0.002466227582623368
20251117,0.08701930922986809,0.01916093381268591,0.06396867997920327,0.024347385565539514,0.0667925383294146,0.060500460503932665,0.00407720180502251,0.06236526620547834,0.07284872420432045,0.022426496560806225,0.051642022039430566,0.057977931538908206,0.026045415309502648
20251124,0.05100780903153446,0.03052442287355328,0.09975929546357307,0.11915182363693563,0.07590865834768033,0.08182158008153323,0.0005280356105041007,0.08725960053335807,0.035427910752451,0.030843355857050708,0.10030261363903271,0.09995729686939303,0.025781204553501778
20251202,0.0068690222400193375,0.002361840482463462,0.021872773878837116,-0.017685828475090804,0.036329357051889145,0.020510909131289726,0.006281827024853639,0.01873954452390192,0.017860709512617805,0.014884890658085168,0.06414843266788188,0.04572908885150914,0.013156175611764387
20251209,0.02167688508861991,0.01183394192627163,0.054479092821664035,0.10256845334685454,0.050940366159332784,0.052071257597299796,0.032980850524485225,0.04892433526836638,0.019460636722238384,0.007309494339570242,0.05087450785432496,0.05833663242359921,0.026373404756064936
20251216,0.04639667434915702,0.021206608892755385,0.1266993649967003,0.10957438155908047,0.08359336362287433,0.07470920110916024,0.04860675392558575,0.12398125815506303,0.03381802893792064,0.033515991331448794,0.14128348606056754,0.15918233857531924,0.027106042927036476
20251223,0.03894891248227307,0.0008422577510820428,0.08651812833560527,0.07041376406760877,0.031333010399323305,0.06025329976442476,0.0628494011655561,0.08538933424760378,0.04246631354238312,0.03476131948411894,0.12300023347250594,0.12938378214154567,0.02879686053338518
20251231,0.029926760461334304,0.013662958900920286,0.11011579063827236,0.13103229461393523,0.056466783719199574,0.06769474695899386,0.0465830486384726,0.1372258266145543,0.035561741815236546,0.046145045151791735,0.11182224464881056,0.12679654643741886,0.03580843003685266
20260108,0.006207022304579762,0.0015661209934285658,0.07182074905968251,0.11973200318756894,0.050883000797709584,0.04849569620419064,0.03270599807697178,0.07305425234949686,0.04107302887496872,0.08123199776363439,0.06463815220089111,0.13405256360916362,0.03632642329461183
20260115,-0.020287627465851724,-0.015595184314745714,0.03402690919076077,0.10432524304956706,0.046952577730140256,0.024939752052955552,0.05316739409658945,0.039669999889247326,-0.0009833992152196351,0.03244709209522899,0.05053427982410768,0.060301164552967024,0.031245423520354358
20260123,-0.030414838542716167,-0.011258567909484096,0.07002469765705686,0.025801138262203215,0.025682140227853135,0.011972936067246677,0.04485148993880536,0.07416968066675263,-0.00949371450944332,0.029760246134162244,0.019046743983473658,0.050649751996715474,0.018778961251299228
20260130,0.007530111041949463,-0.008273443081561527,0.12717027912366663,0.2887880630182336,0.07950798804971855,0.034345578623131326,0.09504267829972442,0.1304360092301351,0.009575236370760007,0.04705216110262134,0.0818547657757926,0.19364205776121562,0.028112604869115095
20260206,-0.0329390317895341,-0.019662965271687982,-0.0012189970646469073,0.06461469932340366,-0.013451180731610026,-0.03426500682649644,-0.04455115870809214,0.01242396646595019,-0.03731649593536218,-0.01679876418401914,0.0224817283830751,0.040363652795841094,0.007539498304539222
20260213,-0.0433099044312774,-0.020009748239988356,-0.039373621726990986,-0.022499263914457425,-0.039597722241406175,-0.050820914006717205,-0.0262532498354715,-0.029565825495539533,-0.035992677908953476,-0.02149880406028857,-0.05116344580610597,-0.018857581279941197,-0.005981184213200572
20260223,-0.043578059257979855,-0.03754890131987865,-0.10180421525505329,-0.10495849074986752,-0.04980360249174173,-0.052057044854143156,-0.060254611062872075,-0.10038628905164808,-0.020946043789993443,-0.03050330856652904,-0.0880095326306943,-0.07904253997004201,-0.005418512827658444
20260302,-0.0841816604652669,-0.07816471894464128,-0.15982467462889605,-0.17064615799056834,-0.13695657888798063,-0.07990626607356215,-0.10572889775753495,-0.16316909484874764,-0.05794162231741875,-0.04950210585248603,-0.17168241454308247,-0.1730727983360504,-0.021645609735431382
20260309,-0.014765297833459189,-0.026359681303342097,0.0280351849884753,0.07055401202228868,0.016876039710201168,0.0011725601095105165,0.004684017505592029,0.013178035213695134,-0.019156742494547192,-0.011907097179741057,-0.06836667516146985,0.02332321437787616,0.0013091923986836651
20260316,0.05123546305599998,0.04000370253485164,0.14984956952710504,0.2137173335331064,0.10134331349333381,0.06423054921685646,0.01578579058885531,0.1260787333916528,0.04632726690164852,0.044042441663457096,0.08137616108719609,0.15651922728838472,0.008537409598062
20260323,0.08283459743765946,0.07339458526439757,0.1616801181009383,0.2148304259408275,0.12526458291074255,0.06648109422104903,0.006126039868836535,0.14141153644555554,0.07268236681396277,0.03387937343174014,0.10313104971959502,0.180253203067102,0.018594073472302283
20260330,0.1043744139037258,0.12533333169128946,0.2064176657910139,0.3616223928131957,0.19837912505379734,0.11634619017579251,-0.031221306150592508,0.17020459170706487,0.16810860675184194,0.16722799790247556,0.13024456602569187,0.24094054900284706,0.04059013761372557
20260407,0.0758003842953245,0.0970809535816799,0.19157141437437172,0.32935190498289635,0.18916987425852091,0.06781209959497371,0.05143203682022191,0.14963881808522148,0.09137435190277206,0.08545896302236178,0.1408643335056164,0.2214550963123827,0.017691717891477218
20260414,0.023036959527763225,0.06223000402125023,0.1563927724733104,0.22822419655622417,0.1368431896878931,0.01408332165701862,0.1190528523856446,0.13366224245805014,0.07203548836282314,0.048147066457174315,0.08817010435314637,0.18324134250765967,-0.004406523948592744
20260421,-0.020753703260422914,0.04099655964032034,0.06663850767266857,0.12147272737863235,0.032892830558101854,0.0027733454371507383,0.035534771454341314,0.049229967375576035,0.046600935081049275,0.09908279195669453,-0.017252886673945516,0.0716167600777961,0.0008617296633054549
20260428,0.026742311190124997,0.05344876856515968,0.12029545647909246,0.23997780577572564,0.05759200697493151,-0.013350901755138082,0.03620309089306964,0.10923955636007868,0.038699897198075664,0.051853439580389814,0.010727592994997662,0.20617391257628753,-0.025103561578201383
20260505,0.0017805884200380554,0.040563580139831634,0.10282044001259516,0.12245684008218775,0.020445836379271175,0.007711375833932439,0.10303738817220356,0.08853552001243821,-0.00597764876698057,-0.04299561637158433,-0.0562672504778804,0.13771028240270028,-0.04498295040951005
20260512,-0.001877366533891616,-0.018101668873983456,-0.03726888660514257,-0.08511057317431023,-0.03949763896149583,0.03641697730212498,-0.017228905559524957,-0.03877820091467636,0.012847650104560114,0.009323301389870498,-0.09081115013608197,-0.05790734001588043,-0.013773074542345378
20260519,0.03793394038983238,0.009041849596482576,0.13365402553110434,0.07200651163300309,0.08378717128877267,0.0555976813318418,-0.02451824092852723,0.0672773658971246,0.02469553093069562,0.017053654875338935,-0.014068546036624463,0.12493419556516855,-0.013769812860878201
20260527,0.006216759449701766,-0.021657158948134136,0.05161234372201274,0.10617225207988805,0.03814441974523574,-0.004279105623499669,0.053908360589233435,0.007012640007841507,0.005402144963962553,0.0316496004222641,-0.05215584716521091,0.050950833292125866,0.009998535885809512
20260603,0.037770476430294214,-0.009325248060156888,-0.12996279847406098,-0.12552280323876414,-0.06019018887175172,-0.028728158534811758,-0.10956724382920757,-0.12395258628660191,0.07468925486845715,0.08358733445970536,-0.051620642126740515,-0.13378969743024757,0.06067966321612436
20260610,0.04033434651859088,0.04243846384778771,0.03650376573271424,0.1023341298797272,0.03217060964305522,0.0007782870088881588,0.0485212724867877,0.028827911050125107,-0.0030804910601295032,0.020467532532060392,-0.024973351569408546,-0.007577365115382064,0.037951283107602075
20260617,0.017782676168891707,0.005065948336987258,-0.18417909864175336,-0.1985668500758564,-0.0982161303513317,0.0116571391967771,-0.07357658803416171,-0.1674037904692942,,,-0.04014339467563891,-0.19847827075604144,0.047729417435184864
20260625,-0.00436337458653191,0.007406023570261544,-0.17829909235270078,-0.23671448648085597,-0.13644493907156072,0.028204999189908913,-0.031057843193640026,-0.16975693144113266,,,-0.07723420413336042,-0.2070505145546644,0.04491348810401411
20260702,-0.01979750319488662,0.0008659324391302459,-0.11898119340430223,-0.15618615156429705,-0.06489238242917546,0.05787649890683411,-0.015141448183693852,-0.10962528485771966,,,-0.061923024045652954,-0.14279615611733365,0.010279389765068018
