date,ew,mus50,val50,vm_inter,vm_sum6,vq_srt
20250428,5.943068763456451,6.9672696540420525,1.466766617307223,6.91606285739283,6.324074908777481,1.4698013352792398
20250505,4.590007190303489,4.123450035117932,5.890737891469541,4.925737018609569,5.364850291927774,4.110944815353552
20250512,2.6790137621501984,5.329882843662665,1.4606426639301595,1.384035171893869,0.2543771695665362,1.2057766225337374
20250519,-0.4317893268321364,1.6442834183622583,0.3430799267715532,-1.557605134241613,-2.243048707711068,0.19333257872167575
20250527,1.3487483024029814,4.86817126202112,1.2374157298966468,-0.12666535009747393,0.8757541900463375,0.7876926483782718
20250603,4.675835232357337,4.012386785722584,4.717423967800938,1.2366853186628983,3.6058613944377047,4.406821121401664
20250610,3.6007029133499957,3.9499520267063977,3.981592329385556,3.240913941796833,6.432337715392304,4.3754220913633475
20250617,5.8293974066185905,4.5393644382047995,4.69403179270117,4.659559586560353,6.133929226037874,3.832986725475704
20250625,5.916703098243623,4.850523687013174,7.497787203664617,4.7394701185039345,4.2328822351804,3.4161873090592874
20250702,-0.9521795804697394,5.547893317088272,0.40831907414938207,-0.15644989782642704,-0.0069814084102162175,0.4034692435434712
20250710,-2.3050043690166233,4.095426814165014,-1.9262678257549528,-2.4419742734384275,-2.8621471518269725,-1.9891059929275978
20250717,1.0106981883244772,-1.7319680188078623,2.937301351704439,0.8145906097583961,1.5816318081056366,2.6549448094668424
20250724,-0.7910999874688764,-4.247683934571652,1.441984991983318,0.563347825042803,0.23255268479585703,1.2338128227673342
20250731,5.047432534991669,2.147085283777435,7.307651047351239,4.02031033568632,7.417800920020623,6.055851751670145
20250807,5.067185786535108,1.970168334146794,8.799307643567968,6.221765094853254,10.988678577843581,7.973455684344506
20250814,2.936988628031804,10.914914284467182,3.0649674225299135,5.020430372182821,7.398380712477063,3.8002513192132015
20250821,4.817438339515989,18.706412484114587,4.251946345155836,7.600239166242771,8.034219377795067,5.307356878430262
20250828,1.3684431151191054,7.937715520720859,1.2587060305729605,3.751183335299736,0.6958617992802456,0.9416117885750056
20250905,3.0478777805262434,11.096953769124069,-0.17105427955614005,2.793609419256788,-0.09529972027748035,0.4054371714696161
20250912,-1.8427583426002974,4.285711924678031,-5.13957999973329,-3.539047920988748,-4.682444693102423,-4.107161191108753
20250919,-1.5807544120450712,2.2032148342368623,-4.176255504521139,-2.908648335678948,-4.316593598512358,-3.378924382260356
20250926,0.6612859651824219,7.127619198414044,-2.2310467826661506,-0.17490952859144304,-2.3247379812529463,-1.0598392110966641
20251003,-2.359380046849541,5.578829806867092,-4.969165755503095,0.43796770330033685,-1.8148082217157024,-1.6410862430447137
20251010,-0.7839638448852783,0.8879003417546114,-0.6392835460243438,2.224700337824385,2.626268166599158,3.0108029903280156
20251017,-3.0523693649087833,-7.385279203319997,-2.080779052804688,0.5900225344127619,2.1027656611272367,0.8650563081592608
20251024,-6.216347544978489,-13.51258050121062,-4.923343335302064,-2.909889276036047,-1.5953333782166366,-2.817791711133452
20251031,-0.6215818307549104,-5.36842110786349,1.3791595344846272,0.7289454804861453,3.13614605167116,2.025912521757039
20251107,4.914425740020703,3.0120450345038114,3.949433555714163,2.223955515488619,2.769948959716687,3.75997473704667
20251114,6.831054434921864,5.040226827267198,4.343773945341372,2.7784246595342896,5.21439130879776,4.821689990897564
20251121,7.235618769056218,17.62728228611082,5.6444924798232385,4.454513688017602,8.451951873155393,6.396000436884802
20251201,1.123472372474094,4.004496339517946,1.9109696311233997,2.098010370493796,3.2196931773151034,3.3437970774923413
20251208,1.5749593554542203,5.8935377984219794,1.0797470497431114,3.94844558159153,5.022758052336141,2.8614866971444926
20251215,3.802966091239459,10.445341906773262,2.5034104328483577,2.0458654490726964,2.4562470652581916,1.6344744584774105
20251222,4.282265662952814,8.65831088351501,3.8652969321022552,1.9591033075749646,2.5164799592603275,3.073199152962371
20251230,3.7975235447070497,15.564619903331478,2.521215112878915,3.697959238779449,2.3296379341270645,0.12819103868217763
20260107,-1.1150756011688674,-0.3797886815221223,-0.9963349363354799,3.773554524316932,1.3484309722185146,-1.134497249503855
20260114,-2.2688494949222497,3.3923108427457693,-2.574692050572428,3.200628668682601,0.7514701572474232,-1.4612142854615757
20260122,-2.3998282389200645,6.634216817386244,-1.5158314682827163,1.5713968047714129,2.3781838502607937,-0.47036652020359543
20260129,-0.9619644782281,4.071687509351598,-2.367445438652842,0.5127474378821235,0.3468462451707559,-0.3976207648183367
20260205,-0.8710868908819043,2.674311625042708,-1.704040425331259,-4.836391274572819,-4.713917569820573,-0.9245643522137253
20260212,-4.195018775956254,-3.6862018615179055,-5.18243573480992,-7.743143544539664,-7.623499245741494,-2.042076273400243
20260220,-7.646866508944204,-11.757078345464933,-6.436843407588615,-9.330287129805498,-9.719980840074308,-4.910706347574386
20260227,-7.453837795500629,-11.98647877160678,-5.112178270347787,-5.713030648026722,-5.705351837298441,-4.460311572481971
20260306,-0.949352022697998,5.412853481450527,-0.1254422723533284,3.8324435234256935,2.3138533038068227,0.3647105430055304
20260313,5.317032414214094,15.365594349573119,6.164933309550065,8.917946693266698,7.858158130376376,6.845620279296952
20260320,11.703044890313192,20.93069697472327,12.337985793628274,9.220831906890178,7.592074364923722,7.707871756493168
20260327,10.418158542476537,20.517907670440305,9.983603374874178,7.986674093007004,7.491892425592524,6.136196984324043
20260406,6.232878361859186,17.922351515253666,3.409702854110317,5.486824778530556,5.1827839649456,2.9536736739812683
20260413,3.8894184138133907,16.92855588022112,2.683359234877894,2.485670549571581,-0.41199473648888896,0.8022203737352898
20260420,-2.2300307798930192,7.014602321475004,-2.3869802310810986,5.609486021328639,3.645937005522495,0.156710984123821
20260427,2.034496365405091,15.136454425166876,-0.8880717243506044,1.33595020532482,-1.277408438384091,-1.4370641694451785
20260504,2.8126864015402613,14.73311001305134,-0.5737827348409064,-0.03072712450423531,-2.1705692068390063,-0.887291320986047
20260511,-0.23389285847421099,-3.497079721813202,-0.9287185268121467,1.3367810938455555,1.6529426425667644,1.285747001493094
20260518,3.741896818763301,10.219233791665786,1.9445826733208396,-0.2858443215824893,1.3543582233157587,1.1423191607117134
20260526,0.3500660041588958,1.1103554222948222,0.8489092706313295,-1.2595024070557386,1.1166759390648522,1.8125930679106943
20260602,2.3077769917140922,-3.8683650816085815,2.3522813859866702,-1.6675950717225676,-0.4770252166584779,2.1576413364027704
20260609,3.4071300432850546,1.1941021864501156,2.363726732998301,0.7463125334529506,2.5839647790158944,4.099214721245948
20260616,1.3644243097359894,-16.12965977411494,3.033561949689528,2.9122379469861346,4.690635857907101,5.689244665588565
20260624,-0.2588059183542059,-10.427171733519918,-0.07887259243526157,0.9147677837742422,3.6373905168241953,1.4531365387052548
20260701,-1.727440668131426,-19.12767811322239,1.158145862837729,2.208570283528486,3.3695497575277287,0.6412789129248324
20260709,1.0839060767324615,-10.415612538499836,1.5955208131705902,0.9140165733696797,2.9937660058911773,4.139968361607377
20260716,3.324317597124867,3.4478184762689463,1.0642648895604698,1.99356512299378,2.888124907089876,2.1758657423312124
20260723,3.7839046097259694,-4.501777536115193,2.2414734285990434,-0.39787146853411937,0.2600157229099227,1.8145310458578157
20260730,3.668103785393556,2.8760086518929717,1.6426027151997966,-2.1425401257745826,-2.3324408513140256,0.17817596649315814
