date,yr,f,sic
20260219,2026,pv_corr,-0.10432479843817725
20260219,2026,vol_surge,0.09202269745907517
20260219,2026,obv63,-0.0669121019926682
20260219,2026,amihud,-0.02960412460939736
20260219,2026,vol_cv,0.02021521681958133
20260319,2026,updown_vol,-0.11650815803350026
20260319,2026,pv_corr,0.010790338885061767
20260319,2026,vol_surge,-0.052351812122314406
20260319,2026,obv63,-0.11634476468438501
20260319,2026,amihud,0.08280760478793646
20260319,2026,vol_cv,0.00996241944844784
20260417,2026,updown_vol,0.11874093530396762
20260417,2026,pv_corr,0.017825861234401174
20260417,2026,vol_surge,0.08417302122390027
20260417,2026,obv63,0.11944041464501005
20260417,2026,amihud,-0.02314154850821713
20260417,2026,vol_cv,-0.0016544050617743713
20260515,2026,updown_vol,-0.09400133335460738
20260515,2026,pv_corr,-0.05260894236220025
20260515,2026,vol_surge,0.04457586787251788
20260515,2026,obv63,-0.09461135450105124
20260515,2026,amihud,-0.07139353852757284
20260515,2026,vol_cv,0.11295898036276786
